message_id,match_id,champion_name,time,sent_to,message,association_to_offender,kills,deaths,assists,outcome,label,kda
6549,5049.txt,Xin Zhao,00:26:08,Team1,seriously,offender,13,4,8,Win,0,5.25
6550,5049.txt,Varus,00:26:15,Team1,seriusly,ally,9,8,4,Loss,0,1.62
6551,5049.txt,Varus,00:26:17,Team1,you are nob,ally,9,8,4,Loss,1,1.62
6552,5049.txt,Riven,00:26:22,Team1,nop,ally,5,10,2,Loss,0,0.7
6553,5049.txt,Riven,00:26:25,Team1,your mother,ally,5,10,2,Loss,0,0.7
6554,5049.txt,Shaco,00:26:56,Team2,ss,enemy,7,3,12,Win,0,6.33
6555,5049.txt,Xin Zhao,00:27:15,All,report varus for flamm,offender,13,4,8,Win,0,5.25
6556,5049.txt,Varus,00:27:37,Team1,xing,ally,9,8,4,Loss,0,1.62
6557,5049.txt,Varus,00:27:37,Team1,zao,ally,9,8,4,Loss,0,1.62
6558,5049.txt,Varus,00:27:38,Team1,relly,ally,9,8,4,Loss,0,1.62
6559,5049.txt,Varus,00:27:39,Team1,noob,ally,9,8,4,Loss,1,1.62
6560,5049.txt,Riven,00:27:55,Team1,i'm going to report you varus for not communecating,ally,5,10,2,Loss,0,0.7
6561,5049.txt,Riven,00:28:01,Team1,then you get banned,ally,5,10,2,Loss,0,0.7
6562,5049.txt,Xin Zhao,00:28:09,Team1,go learn to play lol noob,offender,13,4,8,Win,1,5.25
6563,5049.txt,Fizz,00:28:12,Team1,shut up rivenm,ally,2,6,2,Loss,0,0.67
6564,5049.txt,Riven,00:28:45,Team1,previous game with riven ---,ally,5,10,2,Loss,0,0.7
6565,5049.txt,Riven,00:28:54,Team1,---,ally,5,10,2,Loss,0,0.7
6566,5049.txt,Fizz,00:29:05,Team1,XIN NOOB,ally,2,6,2,Loss,1,0.67
6567,5049.txt,Varus,00:29:08,All,PLEASE REPORT XING ZAO NOOB FEEDER AND NOOB,ally,9,8,4,Loss,1,1.62
6568,5049.txt,Xin Zhao,00:29:21,Team2,ks more shaco,enemy,13,4,8,Win,0,5.25
6569,5049.txt,Xin Zhao,00:29:23,Team2,you sux,enemy,13,4,8,Win,1,5.25
6570,5049.txt,Riven,00:29:28,Team1,all most triple,ally,5,10,2,Loss,0,0.7
6571,5049.txt,Xin Zhao,00:29:42,Team1,"ffs stfu varus""!!!",offender,13,4,8,Win,1,5.25
6572,5049.txt,Varus,00:29:52,Team1,REPORT =),ally,9,8,4,Loss,0,1.62
6573,5049.txt,Riven,00:30:05,Team1,varus i report you,ally,5,10,2,Loss,0,0.7
6574,5049.txt,Xin Zhao,00:30:23,Team1,Everytime so closes,offender,13,4,8,Win,0,5.25
6575,5049.txt,Riven,00:30:36,Team1,nice help,ally,5,10,2,Loss,0,0.7
6576,5049.txt,Riven,00:30:51,Team1,i leave,ally,5,10,2,Loss,0,0.7
6577,5049.txt,Xin Zhao,00:30:55,Team1,no,offender,13,4,8,Win,0,5.25
6578,5049.txt,Riven,00:30:58,Team1,yes,ally,5,10,2,Loss,0,0.7
6579,5049.txt,Xin Zhao,00:31:01,Team1,yo just get banned,offender,13,4,8,Win,0,5.25
6580,5049.txt,Riven,00:31:12,Team1,so,ally,5,10,2,Loss,0,0.7
6581,5049.txt,Xin Zhao,00:31:17,Team1,lol,offender,13,4,8,Win,0,5.25
6582,5049.txt,Fizz,00:31:52,Team1,gg riven,ally,2,6,2,Loss,0,0.67
6583,5049.txt,Blitzcrank,00:32:01,Team1,haha,ally,1,7,11,Loss,0,1.71
6584,5049.txt,Blitzcrank,00:32:04,Team1,haha,ally,1,7,11,Loss,0,1.71
6585,5049.txt,Riven,00:32:24,Team1,i have some times --- ping = (,ally,5,10,2,Loss,0,0.7
6586,5049.txt,Rengar,00:32:30,Team2,gg,enemy,4,8,16,Win,0,2.5
6587,5049.txt,Xin Zhao,00:32:31,All,gg wp,offender,13,4,8,Win,0,5.25
6588,5049.txt,Master Yi,00:32:31,Team2,gg,enemy,13,2,7,Win,0,10.0
6589,5049.txt,Riven,00:32:32,All,gg,ally,5,10,2,Loss,0,0.7
6590,5049.txt,Blitzcrank,00:32:32,Team1,gg,ally,1,7,11,Loss,0,1.71
6591,5049.txt,Master Yi,00:32:32,Team2,gg,enemy,13,2,7,Win,0,10.0
6592,5049.txt,Master Yi,00:32:33,Team2,gg,enemy,13,2,7,Win,0,10.0
6593,5050.txt,Lux,00:00:32,All,will be a hard game,enemy,10,9,9,Loss,0,2.11
6594,5050.txt,Akali,00:00:45,All,easy for you,offender,17,8,7,Win,0,3.0
6595,5050.txt,Twisted Fate,00:00:47,All,"Thanks riot, match us with 4 premade and one guy who play since S1",enemy,9,12,13,Loss,0,1.83
6596,5050.txt,Akali,00:00:48,All,we have 4 afks,offender,17,8,7,Win,0,3.0
6597,5050.txt,Nidalee,00:01:01,Team1,we should use our range,enemy,10,10,7,Loss,0,1.7
6598,5050.txt,Akali,00:01:06,All,well on my lvl 15,offender,17,8,7,Win,0,3.0
6599,5050.txt,Akali,00:01:09,All,i went against a diamond V,offender,17,8,7,Win,0,3.0
6600,5050.txt,Akali,00:01:10,All,lol,offender,17,8,7,Win,0,3.0
6601,5050.txt,Twisted Fate,00:01:15,All,Riot...,enemy,9,12,13,Loss,0,1.83
6602,5050.txt,Ryze,00:01:26,Team2,im mid´´,ally,11,9,9,Win,0,2.22
6603,5050.txt,Akali,00:01:35,Team2,2 bot,offender,17,8,7,Win,0,3.0
6604,5050.txt,Akali,00:01:38,All,o.o 2 bot,offender,17,8,7,Win,0,3.0
6605,5050.txt,Ryze,00:01:40,Team2,np u win,ally,11,9,9,Win,0,2.22
6606,5050.txt,Ryze,00:03:37,Team2,es 1 pat oamadeu,ally,11,9,9,Win,0,2.22
6607,5050.txt,Akali,00:04:18,Team2,CARALHO,offender,17,8,7,Win,0,3.0
6608,5050.txt,Akali,00:04:20,Team2,TAO 3 BOT,offender,17,8,7,Win,0,3.0
6609,5050.txt,Akali,00:04:23,Team2,E VOCES TAO A PERDER,offender,17,8,7,Win,0,3.0
6610,5050.txt,Twisted Fate,00:04:52,Team1,dont die,enemy,9,12,13,Loss,0,1.83
6611,5050.txt,Twisted Fate,00:05:04,Team1,i get the shield then i tp,enemy,9,12,13,Loss,0,1.83
6612,5050.txt,Riven,00:06:19,Team1,that shield,enemy,14,10,4,Loss,0,1.8
6613,5050.txt,Riven,00:06:25,Team1,ohgod,enemy,14,10,4,Loss,0,1.8
6614,5050.txt,Akali,00:06:52,Team2,asserio,offender,17,8,7,Win,0,3.0
6615,5050.txt,Akali,00:06:53,Team2,lol,offender,17,8,7,Win,0,3.0
6616,5050.txt,Ryze,00:07:04,Team2,^^,ally,11,9,9,Win,0,2.22
6617,5050.txt,Twisted Fate,00:08:44,Team1,help,enemy,9,12,13,Loss,0,1.83
6618,5050.txt,Twisted Fate,00:08:45,Team1,pls,enemy,9,12,13,Loss,0,1.83
6619,5050.txt,Lux,00:10:30,Team1,lol,enemy,10,9,9,Loss,0,2.11
6620,5050.txt,Twisted Fate,00:10:31,Team1,lux????,enemy,9,12,13,Loss,0,1.83
6621,5050.txt,Twisted Fate,00:10:33,Team1,whaty are you doing,enemy,9,12,13,Loss,0,1.83
6622,5050.txt,Fiora,00:10:53,Team2,omg gank fatser!,ally,10,10,8,Win,0,1.8
6623,5050.txt,Fiora,00:11:09,Team2,?!,ally,10,10,8,Win,0,1.8
6624,5050.txt,Fiora,00:13:12,Team2,omfg really,ally,10,10,8,Win,0,1.8
6625,5050.txt,Twisted Fate,00:14:02,Team1,GUYS,enemy,9,12,13,Loss,0,1.83
6626,5050.txt,Twisted Fate,00:14:09,Team1,dont loose this,enemy,9,12,13,Loss,0,1.83
6627,5050.txt,Twisted Fate,00:14:22,Team1,blitzcrank,enemy,9,12,13,Loss,0,1.83
6628,5050.txt,Twisted Fate,00:14:23,Team1,omg,enemy,9,12,13,Loss,0,1.83
6629,5050.txt,Twisted Fate,00:14:24,Team1,why go solo,enemy,9,12,13,Loss,0,1.83
6630,5050.txt,Blitzcrank,00:14:26,Team1,srry,enemy,0,10,11,Loss,0,1.1
6631,5050.txt,Nidalee,00:14:42,Team1,that akali is so op,enemy,10,10,7,Loss,0,1.7
6632,5050.txt,Twisted Fate,00:14:49,Team1,he is playing since S1,enemy,9,12,13,Loss,0,1.83
6633,5050.txt,Nidalee,00:14:58,Team1,go top,enemy,10,10,7,Loss,0,1.7
6634,5050.txt,Nidalee,00:15:07,Team1,moron,enemy,10,10,7,Loss,1,1.7
6635,5050.txt,Twisted Fate,00:15:09,Team1,this will be lost,enemy,9,12,13,Loss,0,1.83
6636,5050.txt,Lux,00:15:27,Team1,omg we will win,enemy,10,9,9,Loss,0,2.11
6637,5050.txt,Twisted Fate,00:15:37,Team1,OMG,enemy,9,12,13,Loss,0,1.83
6638,5050.txt,Twisted Fate,00:15:38,Team1,HELP ME,enemy,9,12,13,Loss,0,1.83
6639,5050.txt,Lux,00:16:29,All,^^,enemy,10,9,9,Loss,0,2.11
6640,5050.txt,Twisted Fate,00:16:38,Team1,this is lost by akali fault,enemy,9,12,13,Loss,0,1.83
6641,5050.txt,Fiora,00:16:45,All,im not going for the kill lol just gaining time,ally,10,10,8,Win,0,1.8
6642,5050.txt,Lux,00:16:46,Team1,noooo,enemy,10,9,9,Loss,0,2.11
6643,5050.txt,Lux,00:16:59,Team1,i hope we will win,enemy,10,9,9,Loss,0,2.11
6644,5050.txt,Riven,00:17:03,Team1,gg,enemy,14,10,4,Loss,0,1.8
6645,5050.txt,Twisted Fate,00:17:12,All,gg wp,enemy,9,12,13,Loss,0,1.83
6646,5050.txt,Twisted Fate,00:17:39,All,thanks riot to cant be able to code a correct matchmaking,enemy,9,12,13,Loss,0,1.83
6647,5050.txt,Twisted Fate,00:18:40,Team1,RIVEN,enemy,9,12,13,Loss,0,1.83
6648,5050.txt,Lux,00:18:41,Team1,we will lose,enemy,10,9,9,Loss,0,2.11
6649,5050.txt,Twisted Fate,00:18:41,Team1,GO TOP,enemy,9,12,13,Loss,0,1.83
6650,5050.txt,Twisted Fate,00:18:42,Team1,OMFG,enemy,9,12,13,Loss,1,1.83
6651,5050.txt,Nidalee,00:19:04,Team1,fuck i cant fight vs akali,enemy,10,10,7,Loss,1,1.7
6652,5050.txt,Nidalee,00:19:17,Team1,but she still w8 for me on top,enemy,10,10,7,Loss,0,1.7
6653,5050.txt,Lux,00:19:40,All,gg,enemy,10,9,9,Loss,0,2.11
6654,5050.txt,Twisted Fate,00:19:42,All,bg,enemy,9,12,13,Loss,0,1.83
6655,5050.txt,Twisted Fate,00:19:45,All,fuck you riot,enemy,9,12,13,Loss,1,1.83
6656,5050.txt,Akali,00:19:53,All,`gg,offender,17,8,7,Win,0,3.0
6657,5051.txt,Heimerdinger,00:00:19,Team2,look on my ap,ally,3,8,4,Loss,0,0.88
6658,5051.txt,Ezreal,00:00:27,Team1,im gonna wait in base,enemy,9,3,7,Win,0,5.33
6659,5051.txt,Ezreal,00:00:30,Team1,for 1 potion :),enemy,9,3,7,Win,0,5.33
6660,5051.txt,Lulu,00:00:37,Team2,NIIIIIIIIIIIIIICE you are full blue state,ally,2,8,4,Loss,0,0.75
6661,5051.txt,Lulu,00:00:40,Team2,so bad,ally,2,8,4,Loss,0,0.75
6662,5051.txt,Nasus,00:00:43,Team1,im just trying out this nasus ^^,enemy,3,3,6,Win,0,3.0
6663,5051.txt,Lulu,00:00:51,Team2,13 armore nice for ez,ally,2,8,4,Loss,0,0.75
6664,5051.txt,Nasus,00:00:55,Team1,so dont expect to much :(),enemy,3,3,6,Win,0,3.0
6665,5051.txt,Ezreal,00:00:56,Team1,haha ok :D,enemy,9,3,7,Win,0,5.33
6666,5051.txt,Lulu,00:00:57,Team2,and nasus,ally,2,8,4,Loss,0,0.75
6667,5051.txt,Nasus,00:01:36,Team1,they wasted ignites & flash :D,enemy,3,3,6,Win,0,3.0
6668,5051.txt,Ezreal,00:01:38,Team1,ahri top?,enemy,9,3,7,Win,0,5.33
6669,5051.txt,Nasus,00:01:45,Team1,let mee :o,enemy,3,3,6,Win,0,3.0
6670,5051.txt,Ezreal,00:02:10,Team1,y let him,enemy,9,3,7,Win,0,5.33
6671,5051.txt,Nasus,00:02:58,Team1,they like ganking :D,enemy,3,3,6,Win,0,3.0
6672,5051.txt,Heimerdinger,00:03:36,Team2,np,ally,3,8,4,Loss,0,0.88
6673,5051.txt,Ezreal,00:03:40,All,Wtf,enemy,9,3,7,Win,1,5.33
6674,5051.txt,Lulu,00:03:45,Team2,just ez afk ;D,ally,2,8,4,Loss,0,0.75
6675,5051.txt,Ezreal,00:03:46,All,i got on my desk top,enemy,9,3,7,Win,0,5.33
6676,5051.txt,Ezreal,00:03:57,All,this sucks,enemy,9,3,7,Win,0,5.33
6677,5051.txt,Ezreal,00:04:21,All,Wtf is goning on,enemy,9,3,7,Win,1,5.33
6678,5051.txt,Nasus,00:05:06,Team1,how can he dive that much : I,enemy,3,3,6,Win,0,3.0
6679,5051.txt,Aatrox,00:05:28,Team2,gege wepe,offender,8,2,3,Loss,0,5.5
6680,5051.txt,Ezreal,00:06:03,All,any1 else also lagging?,enemy,9,3,7,Win,0,5.33
6681,5051.txt,Ezreal,00:06:49,All,ohh rly? again?,enemy,9,3,7,Win,0,5.33
6682,5051.txt,Heimerdinger,00:07:18,Team2,gg,ally,3,8,4,Loss,0,0.88
6683,5051.txt,Ezreal,00:07:19,Team1,sry,enemy,9,3,7,Win,0,5.33
6684,5051.txt,Lulu,00:07:46,Team2,omg,ally,2,8,4,Loss,0,0.75
6685,5051.txt,Ahri,00:07:48,Team1,athrox no ult,enemy,5,7,7,Win,0,1.71
6686,5051.txt,Heimerdinger,00:07:48,Team2,sry,ally,3,8,4,Loss,0,0.88
6687,5051.txt,Lulu,00:07:57,Team2,you have x2 farm who me,ally,2,8,4,Loss,0,0.75
6688,5051.txt,Ahri,00:08:11,Team1,i m lagging too,enemy,5,7,7,Win,0,1.71
6689,5051.txt,Ezreal,00:09:03,All,Wow,enemy,9,3,7,Win,0,5.33
6690,5051.txt,Aatrox,00:09:06,All,x)),offender,8,2,3,Loss,0,5.5
6691,5051.txt,Aatrox,00:09:28,Team2,._.,offender,8,2,3,Loss,0,5.5
6692,5051.txt,Aatrox,00:09:30,Team2,serious,offender,8,2,3,Loss,0,5.5
6693,5051.txt,Aatrox,00:09:33,Team2,omg,offender,8,2,3,Loss,0,5.5
6694,5051.txt,Aatrox,00:09:35,Team2,fuck you,offender,8,2,3,Loss,1,5.5
6695,5051.txt,Aatrox,00:09:45,Team2,gj,offender,8,2,3,Loss,0,5.5
6696,5051.txt,Lulu,00:10:51,Team2,thx heimer you are useless,ally,2,8,4,Loss,1,0.75
6697,5051.txt,Aatrox,00:10:52,All,report heim plz,offender,8,2,3,Loss,0,5.5
6698,5051.txt,Ezreal,00:10:56,All,for?,enemy,9,3,7,Win,0,5.33
6699,5051.txt,Lulu,00:10:58,Team2,why dont take Vi pfff,ally,2,8,4,Loss,0,0.75
6700,5051.txt,Heimerdinger,00:10:59,All,and aatrox,ally,3,8,4,Loss,0,0.88
6701,5051.txt,Aatrox,00:11:06,All,he pick vi and change at 01 secd,offender,8,2,3,Loss,0,5.5
6702,5051.txt,Lulu,00:11:07,All,auto lock heimer,ally,2,8,4,Loss,0,0.75
6703,5051.txt,Ahri,00:13:19,Team1,this lulu :D,enemy,5,7,7,Win,0,1.71
6704,5051.txt,Ahri,00:13:24,Team1,perfectly timed,enemy,5,7,7,Win,0,1.71
6705,5051.txt,Ezreal,00:13:30,Team1,:D,enemy,9,3,7,Win,0,5.33
6706,5051.txt,Ezreal,00:13:30,Team1,y,enemy,9,3,7,Win,0,5.33
6707,5051.txt,Aatrox,00:14:18,Team2,move this turret,offender,8,2,3,Loss,0,5.5
6708,5051.txt,Ahri,00:15:03,Team1,gj,enemy,5,7,7,Win,0,1.71
6709,5051.txt,Aatrox,00:15:03,Team2,gg wp heim,offender,8,2,3,Loss,0,5.5
6710,5051.txt,Aatrox,00:15:05,Team2,just ussless,offender,8,2,3,Loss,0,5.5
6711,5051.txt,Ezreal,00:15:07,Team1,thx u2 :),enemy,9,3,7,Win,0,5.33
6712,5051.txt,Ezreal,00:15:10,All,sniped! :*,enemy,9,3,7,Win,0,5.33
6713,5051.txt,Lulu,00:15:16,All,2v3,ally,2,8,4,Loss,0,0.75
6714,5051.txt,Ezreal,00:15:21,All,no?,enemy,9,3,7,Win,0,5.33
6715,5051.txt,Heimerdinger,00:15:21,All,shut up,ally,3,8,4,Loss,0,0.88
6716,5051.txt,Aatrox,00:15:21,All,report heim plz just ussless,offender,8,2,3,Loss,1,5.5
6717,5051.txt,Heimerdinger,00:15:52,All,u are not better lulu,ally,3,8,4,Loss,0,0.88
6718,5051.txt,Ezreal,00:15:54,All,:(,enemy,9,3,7,Win,0,5.33
6719,5051.txt,Aatrox,00:15:57,All,^^,offender,8,2,3,Loss,0,5.5
6720,5051.txt,Lulu,00:16:15,All,i lock lulu bc i look Vi with me and aatrox not heimer,ally,2,8,4,Loss,0,0.75
6721,5051.txt,Ezreal,00:16:30,Team1,go i have ult,enemy,9,3,7,Win,0,5.33
6722,5051.txt,Lulu,00:16:32,Team2,afk 2 min i come,ally,2,8,4,Loss,0,0.75
6723,5051.txt,Aatrox,00:17:03,Team2,ss,offender,8,2,3,Loss,0,5.5
6724,5051.txt,Aatrox,00:17:04,Team2,move,offender,8,2,3,Loss,0,5.5
6725,5051.txt,Nasus,00:17:16,Team1,im trying to get my stack's up,enemy,3,3,6,Win,0,3.0
6726,5051.txt,Ezreal,00:17:42,Team1,thx,enemy,9,3,7,Win,0,5.33
6727,5051.txt,Ezreal,00:18:02,All,wow 4. dc in this game wtf?,enemy,9,3,7,Win,1,5.33
6728,5051.txt,Ahri,00:18:10,Team1,lol,enemy,5,7,7,Win,0,1.71
6729,5051.txt,Aatrox,00:18:13,All,fuck flash yeah,offender,8,2,3,Loss,1,5.5
6730,5051.txt,Ahri,00:18:15,Team1,that flash,enemy,5,7,7,Win,0,1.71
6731,5051.txt,Ezreal,00:18:59,Team1,gj,enemy,9,3,7,Win,0,5.33
6732,5051.txt,Ezreal,00:19:24,All,:..,enemy,9,3,7,Win,0,5.33
6733,5051.txt,Ahri,00:19:28,Team1,sry  ult was not up,enemy,5,7,7,Win,0,1.71
6734,5051.txt,Lulu,00:19:56,Team2,you troll heimer ?,ally,2,8,4,Loss,0,0.75
6735,5051.txt,Lulu,00:20:38,Team2,we lose,ally,2,8,4,Loss,0,0.75
6736,5051.txt,Lulu,00:20:45,Team2,nasus free farm,ally,2,8,4,Loss,0,0.75
6737,5051.txt,Ezreal,00:21:00,Team1,gj :),enemy,9,3,7,Win,0,5.33
6738,5051.txt,Nasus,00:21:10,Team1,never played nasus before,enemy,3,3,6,Win,0,3.0
6739,5051.txt,Heimerdinger,00:21:11,All,report lulu and aatrox 4 flaming,ally,3,8,4,Loss,0,0.88
6740,5051.txt,Lulu,00:21:18,Team2,heimer stop play him in 3v3 or 5v5 normal go him vs bo,ally,2,8,4,Loss,0,0.75
6741,5051.txt,Ezreal,00:21:20,All,u2,enemy,9,3,7,Win,0,5.33
6742,5051.txt,Heimerdinger,00:21:33,Team2,shut up motherfucer,ally,3,8,4,Loss,1,0.88
6743,5051.txt,Lulu,00:21:42,All,and i flame,ally,2,8,4,Loss,0,0.75
6744,5051.txt,Aatrox,00:21:45,All,say shut up motherfucker,offender,8,2,3,Loss,1,5.5
6745,5051.txt,Aatrox,00:21:50,All,motherfucker,offender,8,2,3,Loss,1,5.5
6746,5051.txt,Aatrox,00:21:57,All,motherfucer,offender,8,2,3,Loss,1,5.5
6747,5051.txt,Lulu,00:22:01,All,:D,ally,2,8,4,Loss,0,0.75
6748,5051.txt,Lulu,00:22:02,All,XD,ally,2,8,4,Loss,0,0.75
6749,5051.txt,Ezreal,00:22:03,Team1,brb,enemy,9,3,7,Win,0,5.33
6750,5051.txt,Aatrox,00:22:06,All,pff,offender,8,2,3,Loss,0,5.5
6751,5051.txt,Ahri,00:22:09,All,muted everyone :D,enemy,5,7,7,Win,0,1.71
6752,5051.txt,Nasus,00:22:11,All,first time nasus. :3,enemy,3,3,6,Win,0,3.0
6753,5051.txt,Aatrox,00:22:13,All,yeah,offender,8,2,3,Loss,0,5.5
6754,5051.txt,Ezreal,00:22:13,Team1,aatrox reported and y :D,enemy,9,3,7,Win,0,5.33
6755,5051.txt,Lulu,00:22:17,All,oh gj,ally,2,8,4,Loss,0,0.75
6756,5051.txt,Lulu,00:22:26,All,you stuff is bad :D,ally,2,8,4,Loss,0,0.75
6757,5051.txt,Aatrox,00:22:29,All,yees,offender,8,2,3,Loss,0,5.5
6758,5051.txt,Ahri,00:22:32,Team1,lets finish them off,enemy,5,7,7,Win,0,1.71
6759,5051.txt,Nasus,00:22:35,All,"i know, right ^^",enemy,3,3,6,Win,0,3.0
6760,5051.txt,Ezreal,00:22:37,Team1,y :D,enemy,9,3,7,Win,0,5.33
6761,5051.txt,Ezreal,00:22:41,Team1,we got this,enemy,9,3,7,Win,0,5.33
6762,5051.txt,Lulu,00:22:47,All,you have the game play normal with nasus and not the stufff,ally,2,8,4,Loss,0,0.75
6763,5051.txt,Ezreal,00:23:32,Team1,gj,enemy,9,3,7,Win,0,5.33
6764,5051.txt,Ezreal,00:23:35,Team1,spider?,enemy,9,3,7,Win,0,5.33
6765,5051.txt,Lulu,00:23:42,All,gg wp,ally,2,8,4,Loss,0,0.75
6766,5051.txt,Heimerdinger,00:23:46,Team2,haha,ally,3,8,4,Loss,0,0.88
6767,5051.txt,Lulu,00:23:59,All,heimer bronze 5 XDDDDD,ally,2,8,4,Loss,0,0.75
6768,5051.txt,Heimerdinger,00:24:07,All,your mother,ally,3,8,4,Loss,0,0.88
6769,5051.txt,Aatrox,00:24:07,All,psuh,offender,8,2,3,Loss,0,5.5
6770,5051.txt,Aatrox,00:24:22,All,care heim,offender,8,2,3,Loss,0,5.5
6771,5051.txt,Aatrox,00:24:31,All,fuck heim,offender,8,2,3,Loss,1,5.5
6772,5051.txt,Nasus,00:24:33,All,ahahahah,enemy,3,3,6,Win,0,3.0
6773,5051.txt,Nasus,00:24:39,Team1,it took them more than 10 seconds to kill me :D,enemy,3,3,6,Win,0,3.0
6774,5051.txt,Ezreal,00:24:58,Team1,y :D,enemy,9,3,7,Win,0,5.33
6775,5051.txt,Ahri,00:25:00,Team1,hrhr,enemy,5,7,7,Win,0,1.71
6776,5051.txt,Ezreal,00:25:06,All,:D :D,enemy,9,3,7,Win,0,5.33
6777,5051.txt,Lulu,00:25:08,All,nasus go after game look my historique ok,ally,2,8,4,Loss,0,0.75
6778,5051.txt,Ahri,00:25:14,Team1,golden ez,enemy,5,7,7,Win,0,1.71
6779,5051.txt,Lulu,00:25:15,All,and look realy stuff with nasus,ally,2,8,4,Loss,0,0.75
6780,5051.txt,Nasus,00:25:21,All,for itemisation?,enemy,3,3,6,Win,0,3.0
6781,5051.txt,Nasus,00:25:23,All,oh ok,enemy,3,3,6,Win,0,3.0
6782,5051.txt,Nasus,00:25:24,All,^^,enemy,3,3,6,Win,0,3.0
6783,5051.txt,Lulu,00:25:25,All,9/0/5 in ranked :D,ally,2,8,4,Loss,0,0.75
6784,5051.txt,Aatrox,00:25:31,Team2,push,offender,8,2,3,Loss,0,5.5
6785,5051.txt,Lulu,00:25:34,All,--- stack :D,ally,2,8,4,Loss,0,0.75
6786,5051.txt,Lulu,00:25:42,All,1v5 :D easy,ally,2,8,4,Loss,0,0.75
6787,5051.txt,Ezreal,00:25:52,All,Y,enemy,9,3,7,Win,0,5.33
6788,5051.txt,Ezreal,00:25:55,All,We are good,enemy,9,3,7,Win,0,5.33
6789,5051.txt,Aatrox,00:25:56,All,;(,offender,8,2,3,Loss,0,5.5
6790,5051.txt,Ezreal,00:25:59,Team1,gj man,enemy,9,3,7,Win,0,5.33
6791,5051.txt,Lulu,00:26:15,All,i dont play good in 3v3 :D,ally,2,8,4,Loss,0,0.75
6792,5051.txt,Ezreal,00:26:51,All,NO,enemy,9,3,7,Win,0,5.33
6793,5051.txt,Ezreal,00:27:01,Team1,dont end plz,enemy,9,3,7,Win,0,5.33
6794,5051.txt,Ezreal,00:27:08,All,that luck lulu :D,enemy,9,3,7,Win,0,5.33
6795,5051.txt,Ezreal,00:27:09,All,;),enemy,9,3,7,Win,0,5.33
6796,5051.txt,Heimerdinger,00:27:24,All,omg lulus 1th kill,ally,3,8,4,Loss,0,0.88
6797,5051.txt,Heimerdinger,00:27:31,All,no 2nd,ally,3,8,4,Loss,0,0.88
6798,5051.txt,Nasus,00:27:54,All,not even close.: :D,enemy,3,3,6,Win,0,3.0
6799,5051.txt,Lulu,00:27:58,Team2,let heimer please,ally,2,8,4,Loss,0,0.75
6800,5051.txt,Lulu,00:28:01,Team2,i go eat,ally,2,8,4,Loss,0,0.75
6801,5051.txt,Lulu,00:28:06,All,i go eat,ally,2,8,4,Loss,0,0.75
6802,5051.txt,Aatrox,00:28:07,All,finih plz,offender,8,2,3,Loss,0,5.5
6803,5051.txt,Lulu,00:28:09,All,finish please,ally,2,8,4,Loss,0,0.75
6804,5051.txt,Ahri,00:28:15,Team1,:D,enemy,5,7,7,Win,0,1.71
6805,5051.txt,Lulu,00:28:15,All,gg wp,ally,2,8,4,Loss,0,0.75
6806,5051.txt,Aatrox,00:28:15,All,ty,offender,8,2,3,Loss,0,5.5
6807,5051.txt,Ezreal,00:28:16,All,bg,enemy,9,3,7,Win,0,5.33
6808,5052.txt,Ryze,00:02:13,Team2,...,offender,12,12,13,Loss,0,2.08
6809,5052.txt,Teemo,00:03:29,Team1,report wukong,enemy,14,8,19,Win,0,4.12
6810,5052.txt,Wukong,00:03:31,Team1,fck u,enemy,22,6,10,Win,1,5.33
6811,5052.txt,Teemo,00:03:35,Team1,report,enemy,14,8,19,Win,0,4.12
6812,5052.txt,Wukong,00:03:39,Team1,hahja,enemy,22,6,10,Win,0,5.33
6813,5052.txt,Teemo,00:03:39,Team1,batard de mrot,enemy,14,8,19,Win,1,4.12
6814,5052.txt,Wukong,00:04:01,Team1,haha noob,enemy,22,6,10,Win,1,5.33
6815,5052.txt,Teemo,00:04:07,Team1,NO RAGE,enemy,14,8,19,Win,0,4.12
6816,5052.txt,Ryze,00:04:57,All,................,offender,12,12,13,Loss,0,2.08
6817,5052.txt,Ryze,00:05:49,Team2,wtf,offender,12,12,13,Loss,1,2.08
6818,5052.txt,Ryze,00:05:50,All,wtf,offender,12,12,13,Loss,1,2.08
6819,5052.txt,Ryze,00:05:51,All,how,offender,12,12,13,Loss,0,2.08
6820,5052.txt,Ryze,00:06:35,All,omg!!!!!!!!!!!!!!!!,offender,12,12,13,Loss,0,2.08
6821,5052.txt,Ryze,00:06:38,All,Report my team,offender,12,12,13,Loss,0,2.08
6822,5052.txt,Teemo,00:06:39,All,:p,enemy,14,8,19,Win,0,4.12
6823,5052.txt,Ryze,00:06:48,All,....,offender,12,12,13,Loss,0,2.08
6824,5052.txt,Ryze,00:06:52,All,all noobs,offender,12,12,13,Loss,1,2.08
6825,5052.txt,Ahri,00:07:11,Team1,damn,enemy,11,7,27,Win,0,5.43
6826,5052.txt,Ryze,00:07:20,All,See,offender,12,12,13,Loss,0,2.08
6827,5052.txt,Ahri,00:07:27,Team1,easy win,enemy,11,7,27,Win,0,5.43
6828,5052.txt,Ryze,00:07:30,All,even no help,offender,12,12,13,Loss,0,2.08
6829,5052.txt,Ryze,00:09:07,All,that luck cassa,offender,12,12,13,Loss,0,2.08
6830,5052.txt,Ryze,00:09:09,All,...,offender,12,12,13,Loss,0,2.08
